order_item_refund_id,created_at,order_item_id,order_id,refund_amount_usd
542,"2014-01-30 04:06:18",10624,10413,49.99
543,"2014-01-30 10:46:03",10618,10408,59.99
544,"2014-01-31 10:37:12",10859,10615,49.99
545,"2014-02-01 03:08:27",10792,10558,49.99
546,"2014-02-01 03:22:00",10721,10497,49.99
547,"2014-02-02 00:25:06",10949,10693,49.99
548,"2014-02-02 05:38:23",10786,10553,49.99
549,"2014-02-02 12:30:50",10746,10519,49.99
550,"2014-02-02 21:05:09",10934,10678,45.99
551,"2014-02-03 12:01:59",10851,10607,49.99
552,"2014-02-04 13:36:33",10994,10736,49.99
553,"2014-02-05 06:19:05",10965,10707,49.99
554,"2014-02-05 10:56:12",11162,10885,49.99
555,"2014-02-05 16:23:28",11368,11062,49.99
556,"2014-02-06 04:08:28",11313,11018,49.99
557,"2014-02-06 12:15:01",11030,10769,49.99
558,"2014-02-07 02:50:09",11110,10839,45.99
559,"2014-02-08 22:50:49",11418,11106,49.99
560,"2014-02-09 01:42:05",11153,10877,49.99
561,"2014-02-09 06:23:27",11155,10878,49.99
562,"2014-02-09 08:01:23",11554,11208,45.99
563,"2014-02-10 05:50:25",11525,11188,49.99
564,"2014-02-10 07:35:46",11455,11139,49.99
565,"2014-02-10 20:08:43",11199,10917,45.99
566,"2014-02-11 17:13:35",11272,10983,49.99
567,"2014-02-12 01:32:14",11144,10869,45.99
568,"2014-02-12 03:28:45",11393,11084,45.99
569,"2014-02-14 08:29:42",11184,10904,49.99
570,"2014-02-14 09:10:25",11482,11157,45.99
571,"2014-02-14 09:38:13",11439,11124,49.99
572,"2014-02-14 17:13:20",11758,11367,59.99
573,"2014-02-14 17:59:23",11788,11390,45.99
574,"2014-02-15 14:12:54",11550,11206,45.99
575,"2014-02-15 21:54:10",11600,11244,49.99
576,"2014-02-17 22:42:45",11493,11165,29.99
577,"2014-02-18 20:53:19",11557,11211,49.99
578,"2014-02-20 14:42:45",11944,11511,45.99
579,"2014-02-22 09:50:13",12144,11658,49.99
580,"2014-02-22 18:45:29",12068,11603,49.99
581,"2014-02-23 12:02:12",11629,11265,59.99
582,"2014-02-23 16:11:02",12174,11680,49.99
583,"2014-02-24 00:08:03",12330,11787,45.99
584,"2014-02-24 08:18:13",11825,11419,59.99
585,"2014-02-24 13:55:31",11955,11522,59.99
586,"2014-02-25 19:36:40",11778,11382,59.99
587,"2014-02-26 13:26:09",12044,11588,49.99
588,"2014-02-26 15:13:39",12097,11626,49.99
589,"2014-02-26 17:19:09",12320,11780,45.99
590,"2014-02-27 09:25:50",12444,11877,49.99
591,"2014-02-27 14:34:45",12175,11681,45.99
592,"2014-02-28 02:31:09",12373,11822,49.99
593,"2014-02-28 21:22:50",12438,11873,45.99
594,"2014-03-01 10:59:50",11974,11535,59.99
595,"2014-03-01 13:21:04",12122,11643,45.99
596,"2014-03-01 20:14:03",12430,11866,29.99
597,"2014-03-02 02:18:21",12035,11582,49.99
598,"2014-03-02 20:08:24",12359,11811,45.99
599,"2014-03-02 20:33:35",12406,11848,49.99
600,"2014-03-03 23:49:12",12135,11652,49.99
601,"2014-03-04 19:59:19",12287,11760,45.99
602,"2014-03-05 11:49:54",12608,11999,49.99
603,"2014-03-08 00:37:01",12744,12101,49.99
604,"2014-03-08 01:13:49",12737,12095,49.99
605,"2014-03-09 05:12:32",12761,12115,45.99
606,"2014-03-09 06:52:47",12403,11845,49.99
607,"2014-03-09 19:25:17",12544,11951,49.99
608,"2014-03-11 04:40:05",12531,11941,49.99
609,"2014-03-13 03:24:53",12591,11987,49.99
610,"2014-03-13 03:26:11",12738,12096,49.99
611,"2014-03-14 14:28:06",12560,11964,45.99
612,"2014-03-15 04:16:38",13175,12436,49.99
613,"2014-03-15 09:09:23",12869,12198,49.99
614,"2014-03-16 10:27:47",12724,12085,49.99
615,"2014-03-16 15:24:21",12844,12179,59.99
616,"2014-03-17 18:34:45",13224,12470,49.99
617,"2014-03-18 01:20:59",13251,12491,45.99
618,"2014-03-18 12:58:10",12902,12225,45.99
619,"2014-03-19 19:06:22",13003,12295,49.99
620,"2014-03-20 04:50:10",12970,12273,45.99
621,"2014-03-20 10:40:28",13150,12414,49.99
622,"2014-03-21 02:37:19",13405,12601,49.99
623,"2014-03-22 21:17:45",13530,12694,45.99
624,"2014-03-23 13:10:19",12960,12267,45.99
625,"2014-03-23 22:27:33",13165,12428,49.99
626,"2014-03-24 15:46:08",13651,12783,49.99
627,"2014-03-24 20:15:46",13259,12497,45.99
628,"2014-03-25 06:33:06",13108,12377,49.99
629,"2014-03-25 18:40:12",13230,12474,29.99
630,"2014-03-26 02:11:53",13669,12798,49.99
631,"2014-03-26 09:52:51",13542,12704,49.99
632,"2014-03-26 14:46:45",13508,12677,45.99
633,"2014-03-27 12:38:52",13343,12553,59.99
634,"2014-03-28 11:16:37",13606,12749,45.99
635,"2014-03-28 12:21:44",13438,12626,45.99
636,"2014-03-28 13:07:30",13400,12596,49.99
637,"2014-03-29 14:27:31",13817,12905,49.99
638,"2014-03-30 22:35:06",13452,12637,49.99
639,"2014-04-01 11:14:44",13903,12967,45.99
640,"2014-04-02 03:44:28",13904,12968,45.99
641,"2014-04-02 10:48:52",13458,12640,49.99
642,"2014-04-02 21:25:42",13769,12868,45.99
643,"2014-04-04 04:14:15",13855,12932,45.99
644,"2014-04-04 04:48:41",13766,12866,49.99
645,"2014-04-04 13:08:31",13956,13006,45.99
646,"2014-04-04 18:11:16",13983,13028,45.99
647,"2014-04-05 04:16:24",13962,13011,49.99
648,"2014-04-05 18:00:31",13939,12994,49.99
649,"2014-04-06 17:59:51",13798,12891,45.99
650,"2014-04-07 13:50:43",14161,13162,49.99
651,"2014-04-08 05:13:40",13934,12989,49.99
652,"2014-04-09 21:50:41",14244,13227,49.99
653,"2014-04-10 04:04:55",14320,13285,49.99
654,"2014-04-10 07:27:22",14331,13293,49.99
655,"2014-04-11 07:40:00",13883,12951,59.99
656,"2014-04-11 08:27:56",14397,13339,45.99
657,"2014-04-11 10:24:05",14216,13206,49.99
658,"2014-04-12 05:30:50",13964,13012,49.99
659,"2014-04-13 04:59:13",14429,13361,49.99
660,"2014-04-13 06:48:15",14175,13172,49.99
661,"2014-04-13 19:40:02",14377,13324,49.99
662,"2014-04-16 00:44:01",14160,13161,49.99
663,"2014-04-17 15:06:51",14610,13503,49.99
664,"2014-04-18 04:58:58",14798,13640,49.99
665,"2014-04-18 14:31:52",14407,13345,49.99
666,"2014-04-19 02:35:27",14803,13644,49.99
667,"2014-04-19 08:20:46",14466,13389,49.99
668,"2014-04-19 12:23:39",14432,13363,49.99
669,"2014-04-20 12:19:32",14721,13586,45.99
670,"2014-04-20 13:12:34",14444,13372,49.99
671,"2014-04-20 15:16:26",14985,13785,49.99
672,"2014-04-21 02:44:39",14591,13489,45.99
673,"2014-04-21 12:36:33",14427,13360,49.99
674,"2014-04-21 19:09:14",14920,13737,45.99
675,"2014-04-22 07:02:24",14975,13778,49.99
676,"2014-04-22 07:08:08",15005,13798,49.99
677,"2014-04-22 15:39:29",14785,13630,45.99
678,"2014-04-23 03:12:27",14832,13667,45.99
679,"2014-04-24 02:49:46",14766,13618,45.99
680,"2014-04-24 04:28:50",15133,13889,59.99
681,"2014-04-24 20:20:45",14554,13458,49.99
682,"2014-04-25 07:19:08",15207,13946,45.99
683,"2014-04-25 13:14:11",14628,13516,45.99
684,"2014-04-25 18:29:30",14838,13672,49.99
685,"2014-04-26 12:10:39",15115,13875,49.99
686,"2014-04-27 05:43:00",14855,13687,49.99
687,"2014-04-27 09:17:42",15256,13986,45.99
688,"2014-04-27 14:23:27",14851,13683,49.99
689,"2014-04-28 22:56:09",14742,13602,49.99
690,"2014-04-29 00:42:44",15353,14054,49.99
691,"2014-04-29 09:55:36",14996,13792,59.99
692,"2014-04-29 10:32:30",15391,14081,45.99
693,"2014-04-30 19:04:35",14771,13622,49.99
694,"2014-05-01 00:31:26",15140,13894,45.99
695,"2014-05-01 18:03:35",15188,13930,49.99
696,"2014-05-02 16:55:29",14946,13756,45.99
697,"2014-05-03 03:09:53",15108,13871,49.99
698,"2014-05-04 07:02:07",15811,14392,49.99
699,"2014-05-04 07:32:54",15518,14172,29.99
700,"2014-05-04 15:54:25",15255,13985,59.99
701,"2014-05-05 03:44:02",15848,14419,45.99
702,"2014-05-05 13:42:18",15266,13994,29.99
703,"2014-05-06 20:02:19",15399,14086,49.99
704,"2014-05-07 03:07:19",15377,14070,45.99
705,"2014-05-07 06:43:27",15926,14476,45.99
706,"2014-05-08 15:13:51",15482,14146,29.99
707,"2014-05-08 16:54:17",15571,14213,45.99
708,"2014-05-09 01:36:12",15703,14314,45.99
709,"2014-05-09 05:29:56",15508,14165,45.99
710,"2014-05-09 09:10:13",15709,14317,59.99
711,"2014-05-09 17:22:34",15833,14408,45.99
712,"2014-05-10 03:34:03",15630,14260,45.99
713,"2014-05-10 05:46:15",16082,14585,29.99
714,"2014-05-11 09:55:29",15462,14131,29.99
715,"2014-05-12 18:25:00",15924,14475,49.99
716,"2014-05-13 08:24:31",15593,14230,49.99
717,"2014-05-13 09:57:18",16030,14547,45.99
718,"2014-05-13 20:01:45",16020,14542,49.99
719,"2014-05-13 21:20:59",15824,14401,45.99
720,"2014-05-14 14:17:42",15853,14423,45.99
721,"2014-05-15 12:39:58",16235,14697,45.99
722,"2014-05-16 05:06:02",15843,14416,45.99
723,"2014-05-17 08:41:16",16056,14566,49.99
724,"2014-05-17 18:23:16",16173,14653,45.99
725,"2014-05-18 07:29:27",16633,14989,49.99
726,"2014-05-19 02:24:14",16418,14830,49.99
727,"2014-05-20 05:11:38",15974,14507,49.99
728,"2014-05-20 13:49:15",16565,14936,49.99
729,"2014-05-20 15:26:42",16416,14828,45.99
730,"2014-05-20 19:49:10",16329,14766,45.99
731,"2014-05-21 11:40:04",16304,14747,59.99
732,"2014-05-22 13:59:58",16062,14570,49.99
733,"2014-05-23 02:39:07",16414,14827,49.99
734,"2014-05-23 22:34:56",16618,14975,49.99
735,"2014-05-24 08:40:16",16257,14715,49.99
736,"2014-05-24 09:37:29",16627,14984,49.99
737,"2014-05-24 23:31:07",17110,15338,49.99
738,"2014-05-26 06:35:51",16378,14801,49.99
739,"2014-05-27 16:57:12",16851,15148,49.99
740,"2014-05-28 19:36:16",16641,14993,45.99
741,"2014-05-29 10:00:56",16690,15033,45.99
742,"2014-05-29 14:11:19",16670,15016,49.99
743,"2014-05-30 02:21:59",17234,15436,59.99
744,"2014-05-31 12:25:31",17089,15323,45.99
745,"2014-06-01 20:34:06",17214,15419,59.99
746,"2014-06-01 20:47:16",17273,15465,45.99
747,"2014-06-02 00:36:31",17132,15353,29.99
748,"2014-06-02 02:10:57",17360,15523,49.99
749,"2014-06-02 12:30:30",16879,15166,45.99
750,"2014-06-03 05:15:48",16962,15229,49.99
751,"2014-06-03 13:09:52",17620,15715,49.99
752,"2014-06-03 18:50:06",16956,15224,49.99
753,"2014-06-03 22:15:36",17510,15633,45.99
754,"2014-06-04 18:41:32",17459,15596,49.99
755,"2014-06-04 21:04:33",17173,15388,49.99
756,"2014-06-05 03:52:32",17265,15458,59.99
757,"2014-06-06 03:59:18",17642,15732,49.99
758,"2014-06-06 15:51:13",17482,15613,49.99
759,"2014-06-07 10:20:58",17750,15810,59.99
760,"2014-06-08 09:58:59",17601,15702,49.99
761,"2014-06-08 20:39:54",17881,15908,49.99
762,"2014-06-09 00:25:57",17857,15890,49.99
763,"2014-06-09 01:51:17",17385,15539,49.99
764,"2014-06-09 02:00:27",17209,15415,49.99
765,"2014-06-09 18:47:39",17419,15565,49.99
766,"2014-06-10 00:33:58",17938,15946,49.99
767,"2014-06-10 03:34:50",17403,15555,49.99
768,"2014-06-10 04:55:19",17354,15519,49.99
769,"2014-06-10 18:38:15",17829,15870,49.99
770,"2014-06-11 23:40:25",17751,15811,49.99
771,"2014-06-12 09:32:33",17619,15714,45.99
772,"2014-06-12 17:43:32",18032,16015,45.99
773,"2014-06-13 01:00:13",17554,15668,49.99
774,"2014-06-13 14:15:31",18080,16053,49.99
775,"2014-06-14 08:51:09",17845,15879,49.99
776,"2014-06-14 15:16:30",17672,15752,59.99
777,"2014-06-14 18:36:14",18019,16005,49.99
778,"2014-06-16 02:19:46",18320,16227,29.99
779,"2014-06-16 14:30:33",18110,16073,29.99
780,"2014-06-16 17:06:36",17848,15882,49.99
781,"2014-06-17 12:08:00",18271,16192,49.99
782,"2014-06-17 19:52:13",18288,16204,49.99
783,"2014-06-17 19:57:03",17755,15814,45.99
784,"2014-06-18 01:58:33",18146,16101,49.99
785,"2014-06-18 09:26:05",18415,16302,49.99
786,"2014-06-18 23:05:22",17856,15889,49.99
787,"2014-06-19 03:20:38",18070,16045,29.99
788,"2014-06-19 11:33:56",18375,16274,49.99
789,"2014-06-19 13:09:00",18327,16233,49.99
790,"2014-06-19 15:08:43",18053,16033,49.99
791,"2014-06-20 02:10:41",18573,16422,49.99
792,"2014-06-20 08:52:23",17828,15869,45.99
793,"2014-06-20 14:18:21",18419,16305,49.99
794,"2014-06-21 10:52:06",18301,16215,49.99
795,"2014-06-21 17:18:52",18389,16284,29.99
796,"2014-06-22 12:11:36",18049,16029,45.99
797,"2014-06-22 12:41:47",18100,16067,49.99
798,"2014-06-22 14:53:41",18698,16514,49.99
799,"2014-06-23 02:15:43",18267,16189,49.99
800,"2014-06-23 06:51:10",18609,16445,45.99
801,"2014-06-23 10:37:59",18090,16060,59.99
802,"2014-06-24 17:14:37",18312,16223,49.99
803,"2014-06-24 23:12:34",18072,16047,49.99
804,"2014-06-25 13:51:51",18686,16503,49.99
805,"2014-06-25 22:20:36",18847,16628,45.99
806,"2014-06-27 04:13:14",18226,16160,45.99
807,"2014-06-27 06:57:15",18599,16438,59.99
808,"2014-06-28 07:36:56",18713,16526,59.99
809,"2014-06-29 02:03:00",18804,16596,45.99
810,"2014-06-29 16:50:34",18542,16398,49.99
811,"2014-06-29 21:40:30",19138,16836,45.99
812,"2014-06-30 04:33:18",18720,16531,49.99
813,"2014-06-30 18:02:24",18602,16440,59.99
814,"2014-07-01 09:38:33",19100,16814,49.99
815,"2014-07-01 16:06:36",18532,16392,49.99
816,"2014-07-01 21:18:18",18903,16671,45.99
817,"2014-07-02 03:28:18",18658,16481,49.99
818,"2014-07-02 13:44:35",18786,16582,45.99
819,"2014-07-02 14:22:01",18578,16425,49.99
820,"2014-07-02 15:55:22",18954,16704,49.99
821,"2014-07-04 04:13:02",19097,16811,59.99
822,"2014-07-04 05:57:54",19235,16908,49.99
823,"2014-07-04 06:55:28",19318,16971,49.99
824,"2014-07-04 13:49:14",19052,16781,49.99
825,"2014-07-04 23:55:26",19213,16890,29.99
826,"2014-07-05 00:06:59",19268,16936,45.99
827,"2014-07-06 00:14:47",18719,16530,49.99
828,"2014-07-06 02:38:13",19335,16984,49.99
829,"2014-07-06 05:18:40",19076,16796,29.99
830,"2014-07-06 05:49:16",18777,16577,49.99
831,"2014-07-06 07:22:30",18849,16630,49.99
832,"2014-07-06 08:10:37",18826,16613,59.99
833,"2014-07-06 13:12:38",18922,16684,45.99
834,"2014-07-06 15:52:53",18889,16660,49.99
835,"2014-07-07 04:46:59",19025,16761,49.99
836,"2014-07-07 04:56:03",19336,16985,49.99
837,"2014-07-07 08:06:50",19220,16896,49.99
838,"2014-07-07 15:51:20",19216,16893,49.99
839,"2014-07-08 09:44:50",18994,16738,45.99
840,"2014-07-09 00:44:31",19103,16816,49.99
841,"2014-07-09 02:34:38",19529,17127,29.99
842,"2014-07-09 14:34:30",19206,16885,45.99
843,"2014-07-10 13:01:05",19029,16764,49.99
844,"2014-07-11 10:48:03",19232,16905,59.99
845,"2014-07-11 11:34:02",19606,17189,49.99
846,"2014-07-11 23:36:47",19272,16939,49.99
847,"2014-07-12 00:17:50",19433,17058,59.99
848,"2014-07-12 07:42:04",19558,17150,49.99
849,"2014-07-12 14:29:30",19251,16921,49.99
850,"2014-07-12 19:13:47",19451,17070,45.99
851,"2014-07-13 06:35:29",19174,16862,49.99
852,"2014-07-13 16:28:02",19140,16838,49.99
853,"2014-07-14 01:41:58",19342,16990,49.99
854,"2014-07-14 04:09:33",19281,16944,49.99
855,"2014-07-14 11:37:07",19728,17280,49.99
856,"2014-07-14 20:51:35",19822,17349,49.99
857,"2014-07-15 19:26:36",19332,16981,45.99
858,"2014-07-16 04:20:20",19858,17375,49.99
859,"2014-07-16 21:44:47",19347,16994,59.99
860,"2014-07-17 08:28:26",20036,17508,49.99
861,"2014-07-17 13:25:48",19981,17467,49.99
862,"2014-07-18 00:05:59",19866,17381,29.99
863,"2014-07-18 17:34:52",20132,17575,49.99
864,"2014-07-19 09:33:11",19831,17355,59.99
865,"2014-07-19 15:34:02",20189,17614,49.99
866,"2014-07-19 21:00:07",19942,17437,49.99
867,"2014-07-21 04:57:41",19684,17246,45.99
868,"2014-07-21 21:47:48",19635,17211,49.99
869,"2014-07-21 23:16:09",20129,17573,49.99
870,"2014-07-22 06:58:14",19671,17236,59.99
871,"2014-07-23 05:12:57",20022,17498,59.99
872,"2014-07-23 06:48:10",19811,17340,49.99
873,"2014-07-23 10:04:13",20160,17596,45.99
874,"2014-07-23 13:48:53",20210,17630,49.99
875,"2014-07-23 23:07:03",20371,17755,45.99
876,"2014-07-24 07:20:55",20380,17761,49.99
877,"2014-07-24 14:37:39",20339,17730,49.99
878,"2014-07-24 19:48:03",19797,17330,59.99
879,"2014-07-25 14:12:36",20262,17674,29.99
880,"2014-07-25 20:25:34",19848,17368,49.99
881,"2014-07-26 17:17:06",20355,17743,49.99
882,"2014-07-26 22:01:23",19933,17430,49.99
883,"2014-07-27 11:36:52",20171,17603,49.99
884,"2014-07-28 00:37:01",19919,17418,49.99
885,"2014-07-28 11:48:15",20070,17530,45.99
886,"2014-07-28 18:37:20",20116,17564,49.99
887,"2014-07-28 19:26:29",20288,17693,49.99
888,"2014-07-29 00:41:55",20439,17805,49.99
889,"2014-07-29 03:12:04",20092,17547,49.99
890,"2014-07-29 13:26:45",20374,17757,49.99
891,"2014-07-30 05:50:26",20620,17934,45.99
892,"2014-08-01 08:10:49",20645,17954,49.99
893,"2014-08-02 04:13:19",20342,17733,45.99
894,"2014-08-02 06:45:47",20425,17796,59.99
895,"2014-08-02 15:13:40",20506,17855,49.99
896,"2014-08-02 16:01:43",20276,17685,59.99
897,"2014-08-02 23:55:52",20740,18022,49.99
898,"2014-08-03 17:08:20",20469,17829,59.99
899,"2014-08-04 02:54:00",21063,18259,49.99
900,"2014-08-04 15:17:30",20316,17714,45.99
901,"2014-08-05 16:23:27",20779,18051,49.99
902,"2014-08-06 02:16:12",20773,18046,45.99
903,"2014-08-06 06:30:01",20398,17776,29.99
904,"2014-08-06 21:16:28",20607,17926,49.99
905,"2014-08-07 06:08:42",20621,17935,49.99
906,"2014-08-08 22:42:37",21221,18376,45.99
907,"2014-08-09 20:04:14",20990,18205,49.99
908,"2014-08-10 10:04:08",20973,18192,49.99
909,"2014-08-11 12:49:32",21303,18438,45.99
910,"2014-08-11 18:50:48",20876,18124,49.99
911,"2014-08-12 03:12:25",21205,18364,49.99
912,"2014-08-12 03:31:59",21103,18287,49.99
913,"2014-08-12 08:38:45",21014,18222,49.99
914,"2014-08-12 11:49:43",21349,18472,45.99
915,"2014-08-12 19:19:32",21306,18441,49.99
916,"2014-08-14 02:05:57",21084,18274,59.99
917,"2014-08-14 02:46:37",21143,18319,45.99
918,"2014-08-14 08:17:24",21025,18230,49.99
919,"2014-08-14 21:53:13",21011,18219,49.99
920,"2014-08-14 23:04:23",20991,18206,45.99
921,"2014-08-15 03:49:05",21254,18402,49.99
922,"2014-08-15 04:53:05",21223,18377,49.99
923,"2014-08-15 23:29:10",21507,18592,49.99
924,"2014-08-16 21:52:30",21421,18529,45.99
925,"2014-08-16 22:57:28",21744,18767,49.99
926,"2014-08-17 13:01:29",21714,18743,49.99
927,"2014-08-20 09:20:59",21345,18470,49.99
928,"2014-08-20 16:09:45",21882,18871,49.99
929,"2014-08-20 20:03:54",21356,18478,45.99
930,"2014-08-21 09:33:59",21276,18419,49.99
931,"2014-08-21 22:03:27",21319,18451,49.99
932,"2014-08-22 17:34:30",21639,18690,49.99
933,"2014-08-23 00:56:53",22216,19116,49.99
934,"2014-08-23 09:47:42",22133,19054,49.99
935,"2014-08-23 10:17:12",22129,19050,49.99
936,"2014-08-23 10:59:57",21423,18530,45.99
937,"2014-08-23 11:30:44",22155,19070,49.99
938,"2014-08-23 16:59:26",21829,18830,45.99
939,"2014-08-23 18:23:38",22107,19032,49.99
940,"2014-08-24 00:13:24",22123,19046,49.99
941,"2014-08-24 02:19:02",22215,19115,49.99
942,"2014-08-24 05:00:16",21855,18849,45.99
943,"2014-08-24 14:52:50",22166,19078,49.99
944,"2014-08-24 18:04:51",22169,19081,49.99
945,"2014-08-24 19:31:32",22208,19110,49.99
946,"2014-08-24 20:13:15",22247,19138,49.99
947,"2014-08-24 21:29:16",21939,18915,45.99
948,"2014-08-24 22:22:47",22118,19042,59.99
949,"2014-08-25 03:05:56",22142,19060,49.99
950,"2014-08-25 04:26:32",22267,19154,45.99
951,"2014-08-25 06:58:51",21841,18839,49.99
952,"2014-08-25 17:10:20",22201,19105,45.99
953,"2014-08-25 17:52:45",22177,19086,45.99
954,"2014-08-25 22:31:25",22336,19206,49.99
955,"2014-08-25 23:05:21",22316,19191,49.99
956,"2014-08-26 09:21:22",22117,19041,45.99
957,"2014-08-26 20:07:18",21592,18657,59.99
958,"2014-08-27 22:20:37",21876,18866,49.99
959,"2014-08-28 19:54:31",22375,19237,49.99
960,"2014-08-29 04:11:28",21889,18877,49.99
961,"2014-08-29 08:14:46",22481,19313,45.99
962,"2014-08-29 10:49:59",22270,19157,49.99
963,"2014-08-29 13:15:34",22312,19188,49.99
964,"2014-08-29 13:57:56",21794,18805,45.99
965,"2014-08-29 18:39:41",22505,19329,49.99
966,"2014-08-29 19:00:03",22356,19222,49.99
967,"2014-08-29 19:20:47",22068,19005,49.99
968,"2014-08-29 19:56:30",22167,19079,49.99
969,"2014-08-29 22:09:07",22357,19223,49.99
970,"2014-08-30 04:08:19",21887,18876,49.99
971,"2014-08-30 08:11:42",22545,19358,45.99
972,"2014-08-30 13:42:40",22388,19247,49.99
973,"2014-08-30 18:14:15",22397,19254,49.99
974,"2014-08-30 19:26:48",22330,19202,49.99
975,"2014-08-30 22:08:04",22361,19226,49.99
976,"2014-08-31 04:53:28",22560,19369,49.99
977,"2014-08-31 05:36:39",21988,18951,49.99
978,"2014-08-31 05:47:28",22371,19234,49.99
979,"2014-08-31 08:14:10",22462,19300,49.99
980,"2014-08-31 14:51:05",22680,19456,49.99
981,"2014-08-31 17:01:16",22199,19104,49.99
982,"2014-08-31 17:08:33",22648,19433,49.99
983,"2014-08-31 22:08:57",22180,19089,49.99
984,"2014-08-31 23:50:15",22292,19174,49.99
985,"2014-09-01 03:54:29",22621,19412,49.99
986,"2014-09-01 13:40:49",22087,19018,49.99
987,"2014-09-01 14:38:53",22148,19064,49.99
988,"2014-09-02 06:16:54",22784,19531,49.99
989,"2014-09-02 16:13:43",22610,19403,49.99
990,"2014-09-02 18:57:06",22442,19285,49.99
991,"2014-09-02 21:25:36",22219,19118,49.99
992,"2014-09-03 03:36:22",22437,19282,49.99
993,"2014-09-03 03:41:42",22268,19155,49.99
994,"2014-09-03 08:16:05",22699,19470,49.99
995,"2014-09-03 08:48:56",22506,19330,49.99
996,"2014-09-03 08:57:27",22586,19386,49.99
997,"2014-09-03 09:31:26",22671,19449,49.99
998,"2014-09-03 10:05:12",22807,19547,49.99
999,"2014-09-03 10:09:00",22805,19545,45.99
1000,"2014-09-03 11:09:05",22644,19429,49.99
1001,"2014-09-03 16:15:19",22766,19517,45.99
1002,"2014-09-03 20:46:28",22823,19558,49.99
1003,"2014-09-03 20:59:52",22359,19225,49.99
1004,"2014-09-03 22:11:50",22690,19464,29.99
1005,"2014-09-03 22:17:44",22526,19345,49.99
1006,"2014-09-04 04:42:09",22276,19161,49.99
1007,"2014-09-04 06:36:44",22343,19211,49.99
1008,"2014-09-04 07:07:47",22637,19423,49.99
1009,"2014-09-04 10:10:37",22468,19304,49.99
1010,"2014-09-04 10:51:37",22259,19147,49.99
1011,"2014-09-04 11:23:41",22287,19169,49.99
1012,"2014-09-04 17:52:39",22279,19163,49.99
1013,"2014-09-04 20:22:40",22244,19136,49.99
1014,"2014-09-04 22:43:02",22646,19431,49.99
1015,"2014-09-05 00:50:56",22382,19242,49.99
1016,"2014-09-05 01:12:30",22530,19348,49.99
1017,"2014-09-05 01:29:37",22341,19210,49.99
1018,"2014-09-05 02:37:38",22550,19362,49.99
1019,"2014-09-05 02:37:59",22578,19381,49.99
1020,"2014-09-05 04:11:01",22960,19652,49.99
1021,"2014-09-05 07:18:20",22880,19597,49.99
1022,"2014-09-05 10:19:50",22783,19530,49.99
1023,"2014-09-05 11:50:27",22742,19499,49.99
1024,"2014-09-05 15:51:55",22262,19150,49.99
1025,"2014-09-05 16:29:04",22528,19346,49.99
1026,"2014-09-05 20:03:07",22548,19360,49.99
1027,"2014-09-05 23:29:04",22332,19203,49.99
1028,"2014-09-06 13:18:33",23085,19742,59.99
1029,"2014-09-06 16:38:37",22822,19557,49.99
1030,"2014-09-06 17:47:26",22878,19596,49.99
1031,"2014-09-06 17:49:44",23035,19709,45.99
1032,"2014-09-06 20:01:57",22790,19535,29.99
1033,"2014-09-06 20:02:50",22688,19463,49.99
1034,"2014-09-06 23:29:39",23051,19720,49.99
1035,"2014-09-06 23:32:24",22964,19655,49.99
1036,"2014-09-07 00:29:01",22502,19327,49.99
1037,"2014-09-07 01:37:44",22893,19604,49.99
1038,"2014-09-07 06:17:13",22509,19333,49.99
1039,"2014-09-07 07:04:04",23132,19776,49.99
1040,"2014-09-07 07:47:09",22440,19284,49.99
1041,"2014-09-07 07:47:54",22396,19253,49.99
1042,"2014-09-07 09:25:21",22381,19241,45.99
1043,"2014-09-07 10:19:47",22368,19232,49.99
1044,"2014-09-07 14:36:49",22384,19243,49.99
1045,"2014-09-07 16:28:32",23135,19778,49.99
1046,"2014-09-07 23:30:27",22767,19518,49.99
1047,"2014-09-08 02:06:05",22987,19673,49.99
1048,"2014-09-08 02:09:17",23031,19706,49.99
1049,"2014-09-08 08:06:26",22967,19657,49.99
1050,"2014-09-08 11:52:52",22428,19275,49.99
1051,"2014-09-08 12:25:37",22557,19367,49.99
1052,"2014-09-08 16:57:03",23067,19731,49.99
1053,"2014-09-08 20:43:21",22806,19546,49.99
1054,"2014-09-08 23:07:09",22507,19331,49.99
1055,"2014-09-09 01:02:57",22746,19502,49.99
1056,"2014-09-09 03:11:04",22508,19332,49.99
1057,"2014-09-09 06:44:08",22826,19560,49.99
1058,"2014-09-09 09:56:34",23136,19779,49.99
1059,"2014-09-09 11:10:42",22448,19290,49.99
1060,"2014-09-09 15:07:31",22423,19271,49.99
1061,"2014-09-09 15:50:53",22417,19267,49.99
1062,"2014-09-09 17:00:06",22710,19476,49.99
1063,"2014-09-09 17:02:57",22848,19576,49.99
1064,"2014-09-09 17:31:59",22896,19606,49.99
1065,"2014-09-09 18:43:19",22906,19613,49.99
1066,"2014-09-09 21:38:52",23208,19834,49.99
1067,"2014-09-09 21:56:43",22730,19490,49.99
1068,"2014-09-09 21:59:40",22812,19551,49.99
1069,"2014-09-09 23:32:39",22612,19405,49.99
1070,"2014-09-10 01:33:28",22522,19343,49.99
1071,"2014-09-10 02:28:06",23064,19729,49.99
1072,"2014-09-10 02:40:58",22556,19366,49.99
1073,"2014-09-10 03:13:04",22479,19312,49.99
1074,"2014-09-10 05:21:09",23104,19757,49.99
1075,"2014-09-10 08:18:59",22531,19349,49.99
